agent_id,segment,tenure_months,monthly_contracts,retention_rate_13m,commission_rate,customer_satisfaction,cross_sell_count,complaint_count,training_hours,churned_12m,monthly_premium_10k,commission_cost_10k,cluster,cluster_segment
AG03704,Star,7,6.9,94.4,50.5,9.6,2,0,19.9,0,2451.0,1238.0,0,Star
AG03705,Stable,56,8.3,91.7,42.6,6.1,3,0,1.0,0,2356.0,1004.0,2,Developing
AG03706,Stable,11,3.7,74.3,43.6,7.7,0,0,15.4,0,1038.0,453.0,1,Stable
AG03707,Developing,30,3.1,67.7,30.5,4.6,0,0,8.2,1,554.0,169.0,3,At-Risk
AG03708,Stable,4,3.1,71.2,41.4,6.2,0,1,20.4,0,888.0,368.0,1,Stable
AG03709,Developing,52,2.1,61.4,38.7,4.9,0,1,3.3,1,218.0,84.0,3,At-Risk
AG03710,At-Risk,10,0.6,48.6,23.9,5.9,0,3,16.7,0,71.0,17.0,3,At-Risk
AG03711,Developing,14,5.9,82.0,30.4,4.5,1,0,14.0,0,1089.0,331.0,1,Stable
AG03712,At-Risk,52,3.2,51.2,28.3,5.3,0,4,4.5,0,380.0,108.0,3,At-Risk
AG03713,Developing,8,4.0,70.2,33.2,7.3,0,1,20.3,0,673.0,223.0,1,Stable
AG03714,At-Risk,54,0.4,68.5,31.7,1.2,1,0,5.0,1,55.0,17.0,3,At-Risk
AG03715,Developing,9,0.8,71.6,36.4,6.0,1,1,14.8,1,121.0,44.0,1,Stable
AG03716,Developing,12,1.8,66.5,34.1,7.7,0,1,17.2,0,419.0,143.0,1,Stable
AG03717,Developing,67,4.2,61.0,32.5,7.7,0,1,4.2,0,851.0,277.0,2,Developing
AG03718,At-Risk,4,0.6,59.0,33.3,2.3,0,3,22.5,0,66.0,22.0,3,At-Risk
AG03719,Stable,13,4.4,87.6,39.5,7.8,0,1,9.9,0,1063.0,420.0,1,Stable
AG03720,Developing,12,2.3,68.6,29.5,7.4,1,1,13.5,0,404.0,119.0,1,Stable
AG03721,Stable,30,5.5,86.4,37.3,8.1,3,1,7.1,0,1578.0,589.0,2,Developing
AG03722,At-Risk,23,1.5,51.8,34.1,6.6,0,3,5.9,0,164.0,56.0,3,At-Risk
AG03723,Stable,24,7.9,78.7,38.1,8.1,0,0,9.7,0,2634.0,1004.0,2,Developing
AG03724,Developing,28,1.5,67.8,38.8,7.5,0,0,7.5,0,272.0,106.0,1,Stable
AG03725,Developing,36,4.5,74.1,30.4,7.2,2,0,2.5,0,842.0,256.0,2,Developing
AG03726,At-Risk,107,3.4,63.6,40.8,3.2,1,1,0.7,1,419.0,171.0,2,Developing
AG03727,Stable,46,7.2,82.0,43.1,6.3,1,0,7.7,0,2016.0,869.0,2,Developing
AG03728,Developing,11,2.0,74.4,30.8,7.4,0,1,16.5,0,272.0,84.0,1,Stable
AG03729,Developing,6,2.2,73.1,33.4,2.3,2,1,16.2,1,552.0,184.0,3,At-Risk
AG03730,At-Risk,18,0.2,41.7,30.7,5.2,0,4,10.0,0,26.0,8.0,3,At-Risk
AG03731,At-Risk,30,1.9,65.8,27.6,4.7,0,0,9.5,0,236.0,65.0,3,At-Risk
AG03732,Stable,37,5.5,81.9,32.7,8.1,1,1,2.3,0,1206.0,394.0,2,Developing
AG03733,Stable,20,3.1,80.1,37.7,7.5,0,0,11.9,0,825.0,311.0,1,Stable
AG03734,Stable,21,3.5,73.0,41.1,4.8,3,0,6.7,1,618.0,254.0,2,Developing
AG03735,At-Risk,14,0.0,64.5,28.3,4.1,0,3,16.4,0,0.0,0.0,3,At-Risk
AG03736,Stable,13,5.1,66.7,35.1,7.0,0,0,15.0,0,1409.0,495.0,1,Stable
AG03737,Developing,31,5.5,75.7,32.6,5.2,1,1,3.8,0,997.0,325.0,2,Developing
AG03738,Developing,15,5.9,80.0,34.3,5.0,1,0,11.9,0,1350.0,463.0,1,Stable
AG03739,Stable,21,6.1,75.2,40.1,7.7,2,0,11.0,0,1144.0,459.0,1,Stable
AG03740,Stable,59,9.5,89.4,41.6,6.5,7,1,0.0,0,2631.0,1094.0,0,Star
AG03741,Stable,95,8.1,89.9,37.6,7.5,4,0,2.3,0,2013.0,757.0,2,Developing
AG03742,At-Risk,0,0.0,69.9,27.5,4.1,0,1,23.0,0,0.0,0.0,3,At-Risk
AG03743,Stable,24,3.4,78.3,39.3,8.6,1,0,5.2,0,978.0,384.0,2,Developing
AG03744,Star,9,10.1,89.1,41.5,8.2,1,0,20.2,0,3998.0,1659.0,0,Star
AG03745,Developing,35,1.7,72.2,29.1,6.1,0,2,6.4,1,267.0,78.0,3,At-Risk
AG03746,Stable,1,4.2,72.8,36.2,8.2,2,0,23.0,0,1058.0,383.0,1,Stable
AG03747,At-Risk,24,1.7,62.7,27.4,6.2,0,2,8.9,1,189.0,52.0,3,At-Risk
AG03748,Stable,6,2.3,79.9,39.5,7.3,1,0,15.5,0,697.0,275.0,1,Stable
AG03749,Stable,24,6.7,81.8,41.0,7.4,0,0,7.0,0,1819.0,746.0,2,Developing
AG03750,Star,1,6.8,91.2,43.8,10.0,1,0,23.6,0,2883.0,1263.0,1,Stable
AG03751,Stable,16,7.8,82.3,39.9,6.7,0,0,11.9,0,2272.0,907.0,1,Stable
AG03752,Stable,1,1.3,64.9,38.3,6.7,3,0,23.3,0,306.0,117.0,1,Stable
AG03753,Developing,19,1.8,76.0,32.2,3.8,1,3,10.5,1,353.0,114.0,3,At-Risk
AG03754,Stable,74,7.3,96.2,41.9,5.7,3,0,0.0,0,1705.0,714.0,2,Developing
AG03755,Stable,7,3.8,84.3,34.8,7.5,0,1,16.0,0,751.0,261.0,1,Stable
AG03756,Stable,8,6.1,77.8,38.2,7.9,2,0,13.3,0,1265.0,483.0,1,Stable
AG03757,Stable,34,8.0,76.3,37.0,7.1,3,0,7.6,0,2029.0,751.0,2,Developing
AG03758,At-Risk,70,0.0,58.9,32.4,4.0,0,1,4.2,1,0.0,0.0,3,At-Risk
AG03759,Stable,34,7.6,84.8,42.5,6.3,1,1,8.4,0,1919.0,816.0,2,Developing
AG03760,At-Risk,45,1.9,65.4,31.6,6.5,0,1,4.5,0,248.0,78.0,3,At-Risk
AG03761,Stable,1,2.2,80.0,40.1,7.3,2,2,19.8,0,583.0,234.0,1,Stable
AG03762,Star,13,9.1,92.0,45.9,9.1,4,0,15.6,0,3879.0,1780.0,0,Star
AG03763,Stable,9,6.3,79.3,40.4,8.5,0,0,15.6,0,1412.0,570.0,1,Stable
AG03764,Star,0,5.1,90.2,44.2,6.6,1,0,24.0,0,1792.0,792.0,1,Stable
AG03765,Developing,43,3.1,73.0,35.8,5.8,0,1,8.6,0,459.0,164.0,3,At-Risk
AG03766,Stable,40,7.1,82.3,44.8,8.1,1,0,5.0,0,1820.0,815.0,2,Developing
AG03767,Stable,1,1.0,77.0,37.1,5.4,0,0,21.0,1,300.0,111.0,1,Stable
AG03768,Developing,82,1.6,59.1,37.5,6.5,0,1,1.2,0,164.0,62.0,3,At-Risk
AG03769,Developing,10,2.5,68.0,30.7,5.0,0,2,13.7,0,511.0,157.0,3,At-Risk
AG03770,At-Risk,33,2.4,49.8,24.7,5.4,0,2,4.5,1,255.0,63.0,3,At-Risk
AG03771,At-Risk,25,0.0,51.4,33.4,6.0,0,2,7.0,0,0.0,0.0,3,At-Risk
AG03772,Developing,36,4.0,64.7,30.4,7.0,0,0,10.2,0,741.0,225.0,1,Stable
AG03773,Developing,2,0.6,69.3,32.7,2.4,0,1,21.5,1,99.0,32.0,3,At-Risk
AG03774,Developing,26,4.1,64.9,29.1,5.1,1,2,8.1,0,364.0,106.0,3,At-Risk
AG03775,Stable,12,3.5,81.1,36.9,9.2,1,0,12.8,0,932.0,344.0,1,Stable
AG03776,Developing,2,0.0,71.5,35.9,6.7,0,1,22.9,0,0.0,0.0,1,Stable
AG03777,Star,4,3.3,89.3,42.9,7.3,2,0,20.3,0,1584.0,680.0,1,Stable
AG03778,Developing,20,3.0,75.3,33.3,4.1,0,0,7.3,1,562.0,187.0,3,At-Risk
AG03779,At-Risk,17,0.1,53.8,21.4,5.9,0,3,12.8,1,9.0,2.0,3,At-Risk
AG03780,Star,18,9.0,91.9,40.3,8.7,3,1,12.6,0,2791.0,1125.0,0,Star
AG03781,Developing,10,5.8,76.1,30.3,8.1,0,2,12.6,0,875.0,265.0,1,Stable
AG03782,At-Risk,29,0.6,65.7,28.3,4.2,0,1,5.8,1,85.0,24.0,3,At-Risk
AG03783,Stable,2,2.6,81.5,37.0,9.9,1,3,21.2,0,654.0,242.0,1,Stable
AG03784,Stable,8,5.9,80.5,33.5,6.7,0,2,16.1,0,1538.0,515.0,1,Stable
AG03785,At-Risk,30,3.4,47.9,33.8,7.5,0,4,5.8,0,542.0,183.0,3,At-Risk
AG03786,At-Risk,81,0.1,47.8,33.8,6.0,0,1,3.6,1,11.0,4.0,3,At-Risk
AG03787,Stable,16,4.4,80.7,34.1,7.0,0,2,10.6,0,1305.0,445.0,1,Stable
AG03788,Stable,15,5.8,86.2,40.5,7.9,0,1,9.4,0,1488.0,603.0,1,Stable
AG03789,Developing,6,3.3,78.3,29.1,5.2,1,0,15.0,1,606.0,176.0,1,Stable
AG03790,Stable,54,6.6,72.2,36.1,6.3,3,1,4.2,0,1521.0,549.0,2,Developing
AG03791,Stable,19,5.1,75.4,35.6,8.0,1,0,9.5,0,1178.0,419.0,1,Stable
AG03792,Star,28,11.8,86.8,44.1,7.6,1,0,11.4,0,3679.0,1622.0,0,Star
AG03793,Stable,6,4.7,78.7,37.9,7.3,0,1,19.8,0,1079.0,409.0,1,Stable
AG03794,Stable,19,6.8,75.7,37.6,7.6,1,0,9.8,0,1555.0,585.0,1,Stable
AG03795,Developing,8,1.2,58.7,30.4,7.9,0,1,21.7,0,195.0,59.0,3,At-Risk
AG03796,Developing,55,2.4,63.0,29.6,6.4,0,1,4.6,1,354.0,105.0,3,At-Risk
AG03797,Developing,16,3.5,86.8,34.2,6.5,0,0,11.9,0,617.0,211.0,1,Stable
AG03798,Stable,31,8.6,77.8,41.9,6.6,1,0,4.8,0,2405.0,1008.0,2,Developing
AG03799,Stable,40,6.8,86.4,39.8,6.4,1,0,5.1,0,2134.0,849.0,2,Developing
AG03800,Star,0,3.6,83.3,42.1,8.9,3,0,24.5,0,1263.0,532.0,1,Stable
AG03801,Stable,14,3.7,78.4,36.2,5.2,1,0,14.7,0,868.0,314.0,1,Stable
AG03802,Stable,16,8.3,70.1,41.6,8.7,0,0,11.1,0,1794.0,746.0,1,Stable
AG03803,Stable,30,6.9,77.6,41.4,8.1,2,1,8.6,0,1396.0,578.0,2,Developing
AG03804,Star,8,8.9,89.4,50.4,8.1,4,0,19.4,0,3502.0,1765.0,0,Star
AG03805,Stable,13,5.2,79.4,34.3,7.9,0,2,15.6,0,1637.0,561.0,1,Stable
AG03806,Developing,20,3.5,75.5,30.4,5.3,1,0,12.8,0,425.0,129.0,1,Stable
AG03807,Developing,25,1.4,71.0,34.2,7.6,0,0,9.7,0,271.0,93.0,1,Stable
AG03808,At-Risk,63,0.0,57.2,29.2,6.1,0,0,5.0,1,0.0,0.0,3,At-Risk
AG03809,Developing,15,4.9,69.4,34.2,7.0,0,2,15.0,0,895.0,306.0,1,Stable
AG03810,Stable,3,2.8,78.3,38.9,7.5,2,0,20.7,0,801.0,312.0,1,Stable
AG03811,Stable,53,8.0,83.0,38.1,4.9,2,0,4.8,0,1796.0,684.0,2,Developing
AG03812,Stable,8,2.4,81.1,36.1,6.4,0,1,17.1,0,613.0,221.0,1,Stable
AG03813,Star,56,12.1,88.5,54.1,7.5,2,0,10.2,0,4644.0,2512.0,0,Star
AG03814,Stable,8,5.9,78.1,43.9,6.9,1,2,16.6,0,1785.0,784.0,1,Stable
AG03815,Stable,0,3.0,71.0,38.4,5.2,0,2,23.5,1,743.0,285.0,1,Stable
AG03816,Stable,21,5.1,77.3,38.2,5.5,0,1,9.0,0,1440.0,550.0,1,Stable
AG03817,Stable,83,8.3,77.4,41.7,6.2,1,0,5.6,0,2026.0,845.0,2,Developing
AG03818,Developing,14,3.3,68.8,35.5,9.0,0,0,14.1,0,648.0,230.0,1,Stable
AG03819,Developing,6,1.5,57.0,33.0,6.7,2,1,16.9,1,316.0,104.0,3,At-Risk
AG03820,Developing,5,3.4,63.8,35.6,5.3,0,2,18.1,1,589.0,210.0,3,At-Risk
AG03821,Developing,52,3.7,69.5,38.3,6.8,0,5,3.9,0,397.0,152.0,3,At-Risk
AG03822,Stable,31,8.6,78.3,41.9,7.2,1,0,7.5,0,2055.0,861.0,2,Developing
AG03823,Star,16,10.0,96.0,45.5,7.7,1,0,15.7,0,2257.0,1027.0,0,Star
AG03824,Developing,1,1.2,63.3,32.8,7.0,1,2,20.8,0,208.0,68.0,3,At-Risk
AG03825,Stable,25,8.4,83.1,36.9,7.2,0,1,5.9,0,1266.0,467.0,2,Developing
AG03826,Stable,51,8.1,82.2,38.5,8.1,3,0,7.9,0,1902.0,732.0,2,Developing
AG03827,Stable,2,2.0,82.0,40.1,9.3,2,0,20.9,0,460.0,184.0,1,Stable
AG03828,At-Risk,9,3.3,59.6,36.3,4.1,0,4,16.3,0,472.0,171.0,3,At-Risk
AG03829,Developing,25,5.5,66.1,34.0,7.9,0,0,9.0,0,820.0,279.0,1,Stable
AG03830,Stable,60,9.8,78.4,36.0,7.9,1,0,5.5,0,2641.0,951.0,2,Developing
AG03831,Developing,120,0.0,86.2,35.3,6.5,2,0,2.2,1,0.0,0.0,2,Developing
AG03832,Stable,55,8.5,87.8,43.3,7.0,2,0,3.4,0,2205.0,955.0,2,Developing
AG03833,Stable,28,6.8,83.1,34.4,9.0,1,0,7.7,0,1750.0,602.0,2,Developing
AG03834,Stable,11,4.8,79.5,37.7,5.6,3,1,17.1,0,1371.0,517.0,1,Stable
AG03835,Stable,8,5.2,81.8,33.5,5.1,1,0,16.7,0,844.0,283.0,1,Stable
AG03836,Developing,0,1.6,65.5,29.0,6.3,0,0,21.9,0,272.0,79.0,1,Stable
AG03837,Star,16,10.4,91.8,41.5,9.2,2,0,14.4,0,3114.0,1292.0,0,Star
AG03838,Developing,36,3.6,71.6,37.3,5.0,0,1,5.8,0,730.0,272.0,3,At-Risk
AG03839,Stable,15,7.6,75.8,35.5,6.3,0,0,14.9,0,1886.0,670.0,1,Stable
AG03840,Developing,44,5.4,71.5,35.7,4.3,0,2,3.4,0,1185.0,423.0,3,At-Risk
AG03841,Developing,73,4.9,74.0,37.1,5.1,1,0,4.3,0,783.0,290.0,2,Developing
AG03842,Developing,11,3.5,66.1,30.7,5.8,1,0,16.1,0,637.0,196.0,1,Stable
AG03843,Developing,21,5.2,77.0,37.7,8.3,2,0,10.8,0,942.0,355.0,1,Stable
AG03844,At-Risk,16,1.8,48.6,26.9,4.8,0,6,11.9,1,179.0,48.0,3,At-Risk
AG03845,Stable,11,3.0,68.4,42.4,7.1,1,1,11.7,1,618.0,262.0,1,Stable
AG03846,Developing,61,5.4,73.0,33.9,8.3,2,3,4.9,0,1294.0,439.0,2,Developing
AG03847,Developing,14,1.9,61.4,30.2,6.7,0,1,10.0,1,407.0,123.0,3,At-Risk
AG03848,Stable,9,7.3,75.8,41.5,7.4,0,0,16.1,0,1482.0,615.0,1,Stable
AG03849,Stable,101,9.3,84.4,45.7,6.1,1,0,2.4,0,2224.0,1016.0,2,Developing
AG03850,Stable,48,6.6,80.5,35.7,6.5,3,0,6.2,0,1655.0,591.0,2,Developing
AG03851,Stable,1,5.6,76.9,34.9,6.0,1,1,19.4,0,1505.0,525.0,1,Stable
AG03852,Stable,5,0.2,74.2,39.2,4.3,1,1,16.3,1,53.0,21.0,1,Stable
AG03853,Stable,2,1.6,68.1,40.2,8.0,2,0,21.5,1,350.0,141.0,1,Stable
AG03854,Developing,0,0.1,66.4,30.3,6.4,0,0,21.7,1,15.0,5.0,1,Stable
AG03855,Stable,120,10.7,88.0,40.6,7.1,5,1,0.0,0,2596.0,1054.0,2,Developing
AG03856,Developing,46,3.6,69.0,38.6,4.1,2,1,4.9,1,589.0,227.0,2,Developing
AG03857,Stable,24,5.0,78.5,37.3,9.0,1,0,13.0,0,1519.0,567.0,1,Stable
AG03858,Developing,54,2.4,68.9,30.9,4.1,0,5,5.2,1,402.0,124.0,3,At-Risk
AG03859,Star,15,8.1,87.4,47.8,6.9,1,0,13.3,0,3161.0,1511.0,0,Star
AG03860,Stable,120,7.4,78.7,39.6,6.3,7,0,3.1,0,2298.0,910.0,2,Developing
AG03861,Star,15,8.7,89.1,42.7,9.3,3,1,17.7,0,2639.0,1127.0,0,Star
AG03862,Developing,18,1.1,72.4,30.5,3.4,0,1,8.0,1,174.0,53.0,3,At-Risk
AG03863,Stable,29,7.0,76.4,44.2,7.7,2,1,7.4,0,1669.0,738.0,2,Developing
AG03864,At-Risk,68,1.8,60.8,22.8,1.4,0,2,5.8,1,228.0,52.0,3,At-Risk
AG03865,Stable,2,0.6,84.2,36.7,7.4,1,0,17.4,0,152.0,56.0,1,Stable
AG03866,Stable,21,3.5,83.9,39.0,8.1,0,0,9.8,0,757.0,295.0,1,Stable
AG03867,Stable,36,7.5,75.1,39.8,7.5,1,0,6.0,0,2164.0,861.0,2,Developing
AG03868,Developing,1,1.3,71.4,40.7,2.3,0,1,20.4,1,223.0,91.0,3,At-Risk
AG03869,Stable,12,6.1,84.9,41.8,8.2,1,2,16.9,0,2055.0,859.0,1,Stable
AG03870,Stable,29,7.4,79.0,36.4,7.8,0,1,10.4,0,1701.0,619.0,1,Stable
AG03871,Stable,47,9.9,77.0,43.5,6.1,0,0,4.2,0,2912.0,1267.0,2,Developing
AG03872,Stable,78,8.7,79.0,37.4,7.9,3,0,0.7,0,2415.0,903.0,2,Developing
AG03873,Stable,13,9.1,75.2,42.0,7.1,0,1,16.2,0,2218.0,932.0,1,Stable
AG03874,At-Risk,47,6.8,66.0,31.8,7.6,0,2,6.4,0,982.0,312.0,3,At-Risk
AG03875,Stable,120,5.3,74.2,37.9,6.4,3,0,2.1,0,1187.0,450.0,2,Developing
AG03876,Star,50,9.8,91.7,45.4,9.4,3,0,8.8,0,3364.0,1527.0,0,Star
AG03877,At-Risk,38,1.3,64.5,22.5,3.6,0,3,7.4,1,150.0,34.0,3,At-Risk
AG03878,Star,2,4.4,88.6,43.2,8.2,2,0,21.7,0,1623.0,701.0,1,Stable
AG03879,Stable,42,7.2,83.9,39.4,7.9,0,3,4.3,0,2469.0,973.0,2,Developing
AG03880,Developing,0,2.3,70.1,34.8,5.2,1,1,22.0,0,381.0,133.0,1,Stable
AG03881,At-Risk,0,0.1,54.8,24.7,3.3,0,1,18.1,1,12.0,3.0,3,At-Risk
AG03882,Developing,42,3.1,72.0,31.6,5.9,0,2,4.8,0,561.0,177.0,3,At-Risk
AG03883,Stable,1,1.3,76.5,42.9,8.1,0,0,19.6,0,362.0,155.0,1,Stable
AG03884,At-Risk,9,1.0,53.1,30.9,3.4,0,0,16.1,0,145.0,45.0,3,At-Risk
AG03885,Star,57,14.8,92.3,45.9,7.4,6,0,4.6,0,5556.0,2550.0,0,Star
AG03886,At-Risk,1,0.0,66.4,26.2,4.0,0,2,22.0,1,0.0,0.0,3,At-Risk
AG03887,Developing,4,1.3,68.8,28.9,6.7,0,2,19.4,0,230.0,66.0,3,At-Risk
AG03888,At-Risk,23,1.9,54.7,31.3,4.2,0,1,9.5,1,209.0,65.0,3,At-Risk
AG03889,Stable,120,7.6,83.9,45.1,6.7,5,0,3.1,0,2173.0,980.0,2,Developing
AG03890,Stable,33,8.5,81.3,40.6,6.8,2,0,8.2,0,2058.0,836.0,2,Developing
AG03891,Developing,88,1.7,57.7,30.6,4.9,2,1,2.0,1,359.0,110.0,3,At-Risk
AG03892,Stable,85,4.5,83.3,38.4,4.1,5,0,2.7,1,1135.0,436.0,2,Developing
AG03893,Stable,120,8.4,70.6,40.8,5.4,1,1,0.8,0,1717.0,701.0,2,Developing
AG03894,At-Risk,59,2.9,62.8,25.8,8.2,0,2,2.3,0,340.0,88.0,3,At-Risk
AG03895,Developing,35,2.7,74.5,33.7,5.7,0,2,9.8,0,430.0,145.0,3,At-Risk
AG03896,Stable,4,5.1,74.0,42.2,7.0,0,0,18.5,0,1421.0,600.0,1,Stable
AG03897,Stable,37,9.9,82.8,41.0,8.0,1,0,6.3,0,2336.0,958.0,2,Developing
AG03898,Stable,24,5.3,73.2,41.7,6.6,1,0,9.2,0,1121.0,467.0,1,Stable
AG03899,Stable,26,8.6,81.5,39.3,8.6,0,1,9.5,0,1874.0,736.0,2,Developing
AG03900,Stable,25,1.8,72.7,38.2,5.5,1,1,8.0,1,613.0,234.0,1,Stable
AG03901,Developing,50,3.9,73.1,36.3,5.4,1,0,3.6,1,526.0,191.0,2,Developing
AG03902,Developing,62,1.6,64.4,39.1,4.9,3,0,5.4,1,267.0,104.0,2,Developing
AG03903,Stable,0,3.6,77.1,40.3,7.0,0,0,19.0,0,860.0,347.0,1,Stable
AG03904,Stable,13,3.7,87.2,39.3,6.9,4,0,14.0,0,976.0,384.0,1,Stable
AG03905,Developing,28,3.6,71.4,27.5,6.5,1,1,6.6,0,588.0,162.0,3,At-Risk
AG03906,Developing,49,3.1,74.0,30.1,5.2,0,1,0.6,0,681.0,205.0,3,At-Risk
AG03907,At-Risk,28,1.0,70.4,32.6,5.2,0,1,8.1,1,153.0,50.0,3,At-Risk
AG03908,Stable,103,10.4,84.6,41.8,8.2,3,0,0.0,0,2134.0,892.0,2,Developing
AG03909,Developing,39,3.9,77.0,33.3,7.8,0,2,3.3,0,791.0,263.0,2,Developing
AG03910,Stable,8,7.4,69.5,34.1,6.2,2,2,21.5,0,1798.0,613.0,1,Stable
AG03911,Stable,47,6.9,84.3,42.8,7.1,1,2,5.9,0,1370.0,586.0,2,Developing
AG03912,At-Risk,31,2.7,61.5,22.5,3.8,0,5,8.6,1,365.0,82.0,3,At-Risk
AG03913,Stable,16,3.1,88.4,40.0,6.7,2,2,12.2,0,818.0,327.0,1,Stable
AG03914,Stable,4,2.7,92.3,36.3,6.6,0,0,16.5,0,583.0,212.0,1,Stable
AG03915,Stable,2,0.9,80.3,41.6,5.3,0,0,20.1,1,252.0,105.0,1,Stable
AG03916,Stable,5,5.8,71.6,38.9,7.1,1,1,17.5,0,1061.0,413.0,1,Stable
AG03917,Stable,15,5.7,81.4,39.4,8.3,2,2,8.9,0,1290.0,508.0,2,Developing
AG03918,Developing,34,0.8,72.9,41.8,6.5,0,2,10.4,0,172.0,72.0,3,At-Risk
AG03919,Stable,56,5.9,88.2,43.0,7.2,1,0,3.8,0,1735.0,746.0,2,Developing
AG03920,Stable,5,1.6,77.5,40.2,6.5,2,0,16.6,1,492.0,198.0,1,Stable
AG03921,At-Risk,2,1.2,44.9,33.4,1.2,0,1,20.6,1,156.0,52.0,3,At-Risk
AG03922,Stable,9,5.7,84.1,39.3,7.4,0,0,13.0,0,1426.0,560.0,1,Stable
AG03923,At-Risk,44,1.7,45.1,27.9,2.1,0,0,3.3,0,221.0,62.0,3,At-Risk
AG03924,Stable,4,2.3,74.1,37.6,8.6,1,0,22.0,0,542.0,204.0,1,Stable
AG03925,Stable,41,8.3,81.9,45.7,6.9,1,0,4.6,0,2111.0,965.0,2,Developing
AG03926,Stable,41,5.6,67.5,37.5,6.9,1,0,5.6,0,1831.0,687.0,2,Developing
AG03927,Developing,49,2.9,72.1,36.7,6.5,1,1,4.8,1,597.0,219.0,2,Developing
AG03928,Stable,11,5.4,74.2,40.7,7.9,0,0,14.3,0,1296.0,527.0,1,Stable
AG03929,At-Risk,15,0.7,51.8,34.7,3.0,0,2,11.6,1,70.0,24.0,3,At-Risk
AG03930,Stable,28,7.1,79.7,38.9,6.9,2,0,12.8,0,1776.0,691.0,2,Developing
AG03931,Stable,120,8.1,79.0,44.4,7.7,3,0,0.7,0,1705.0,757.0,2,Developing
AG03932,Stable,12,5.7,72.5,42.2,9.5,1,0,12.3,0,1280.0,540.0,1,Stable
AG03933,Star,28,9.2,91.0,45.1,8.9,1,0,12.2,0,3636.0,1640.0,0,Star
AG03934,Stable,82,8.2,78.0,40.5,6.2,2,0,0.1,0,2185.0,885.0,2,Developing
AG03935,Stable,20,7.4,81.1,40.6,8.7,0,0,12.7,0,2098.0,852.0,1,Stable
AG03936,Stable,19,6.3,79.0,39.6,6.7,1,1,10.7,0,1646.0,652.0,1,Stable
AG03937,Developing,12,3.7,74.7,33.6,5.0,0,0,14.4,0,469.0,158.0,1,Stable
AG03938,Stable,27,6.3,80.0,37.2,8.5,1,0,9.1,0,1771.0,659.0,2,Developing
AG03939,Star,7,8.2,84.1,41.4,8.1,2,0,19.3,0,3417.0,1415.0,0,Star
AG03940,Star,18,9.9,81.8,43.6,7.3,7,0,16.3,0,3794.0,1654.0,0,Star
AG03941,Stable,13,3.4,82.8,42.3,7.9,0,0,14.9,0,722.0,305.0,1,Stable
AG03942,Stable,45,8.7,78.3,42.0,7.8,2,0,6.1,0,1816.0,763.0,2,Developing
AG03943,Developing,21,1.0,67.6,29.2,6.7,0,1,7.3,0,157.0,46.0,3,At-Risk
AG03944,Stable,9,4.9,85.6,37.1,7.0,0,2,15.0,0,1371.0,509.0,1,Stable
AG03945,At-Risk,28,0.7,60.4,25.8,1.9,0,0,8.0,1,92.0,24.0,3,At-Risk
AG03946,Stable,18,3.2,74.4,42.1,5.9,1,0,14.9,1,743.0,313.0,1,Stable
AG03947,Star,11,8.5,88.5,48.5,10.0,1,0,14.8,0,2427.0,1177.0,0,Star
AG03948,At-Risk,3,0.0,56.7,35.8,6.0,1,2,18.4,0,0.0,0.0,3,At-Risk
AG03949,Stable,30,7.4,89.4,36.8,6.5,0,1,9.9,0,1524.0,561.0,2,Developing
AG03950,Stable,65,7.0,85.9,40.6,7.2,0,0,1.5,0,1803.0,732.0,2,Developing
AG03951,At-Risk,5,0.1,71.1,24.4,4.7,0,2,16.9,1,12.0,3.0,3,At-Risk
AG03952,At-Risk,13,3.5,57.6,21.4,5.5,0,4,17.0,0,408.0,87.0,3,At-Risk
AG03953,Developing,27,4.0,72.1,26.8,7.2,0,2,9.2,0,558.0,150.0,3,At-Risk
AG03954,Star,4,6.3,91.5,45.1,7.8,1,0,23.6,0,2399.0,1082.0,1,Stable
AG03955,Stable,3,4.8,76.3,36.8,7.0,1,1,21.1,0,1215.0,447.0,1,Stable
AG03956,At-Risk,1,2.7,49.9,28.2,4.1,0,0,21.4,0,373.0,105.0,3,At-Risk
AG03957,At-Risk,0,0.8,42.9,32.9,4.2,0,2,22.2,1,123.0,40.0,3,At-Risk
AG03958,Stable,2,1.7,76.4,40.3,7.4,2,0,22.2,0,413.0,166.0,1,Stable
AG03959,Stable,9,2.3,79.9,36.9,5.8,0,1,14.1,0,712.0,263.0,1,Stable
AG03960,Stable,39,7.5,82.9,41.9,7.2,0,0,9.4,0,2402.0,1006.0,2,Developing
AG03961,Stable,40,8.8,85.4,41.5,8.5,6,3,4.7,0,2517.0,1045.0,0,Star
AG03962,Developing,19,2.0,65.7,32.9,3.3,0,2,13.1,1,445.0,146.0,3,At-Risk
AG03963,Stable,47,2.3,73.4,38.8,8.1,5,0,5.8,0,612.0,237.0,2,Developing
AG03964,Stable,21,7.3,81.7,44.4,7.2,2,1,9.2,0,2203.0,978.0,2,Developing
AG03965,Star,2,5.0,87.4,45.5,7.3,0,1,24.4,0,2034.0,925.0,1,Stable
AG03966,Stable,15,4.9,68.6,36.4,9.8,0,0,13.0,0,1254.0,456.0,1,Stable
AG03967,Stable,21,7.5,78.6,34.6,6.6,3,0,6.8,0,1821.0,630.0,2,Developing
AG03968,Stable,17,6.5,86.6,41.3,7.1,1,0,11.7,0,1483.0,612.0,1,Stable
